,experiment,dish,scan,component,src,t0_ms,f0_MHz,toa_loc,terr_ms,ferr_MHz,gauss2d_twidth_ms,gauss2d_fwidth_MHz,begin_acf_range,end_acf_range,twidth_sigma_ms,fwidth_sigma_MHz,twidtherr_ms,fwidtherr_MHz,off_range_t0,off_range_t1,fluence_jyms,peak_snr,peak_flux_jy,fluence_tot_jyms,scint_bw_MHz,scint_bw_err_MHz,energy_iso_erg_per_hz,spectral_lum_erg_per_s_per_hz,id,sefd_jy,distance_Mpc,dm,toa_mjd_utc,ref_freq_MHz,toa_bary_tdb_inf_freq
0,r67081,o8,no0005.ds.pazi,0,sfxc,204.3226467096775,1468.5625,coe,0,0,0.11422810688841399,0,203.264,204.8,-0.0038459751968967473,-19.7959106286312,,,42,1432,1.5799738380721717,5.1838090980725875,8.77516038601343,0,1.3112864033686975,0.722554704895685,3.880145463707137e+29,2.5261363696010006e+32,B13-o8,310,453,410.775,59485.96829231008,1480.0,59485.97082629638
0,r67081,o8,no0005.ds.pazi,1,sfxc,205.91890993548395,1424.0625,coe,0,0,0.23568206877440145,0,204.8,206.336,0.3227407840807517,-46.76995203547712,0.002430499936629564,0.3558740921606902,42,1432,56.231436236902155,75.29577638435198,91.35708561424373,0,1.851066357725783,0.2165342605101826,1.3809478801153825e+31,8.990546094501188e+33,B13-o8,310,453,410.775,59485.96829232738,1480.0,59485.97082631369
0,r67081,o8,no0005.ds.pazi,2,sfxc,207.14271174193556,1424.0625,coe,0,0,0.6447291006789861,0,206.336,208.64000000000001,-0.8555245528966593,52.13523651683032,0.00421792109214405,0.2598428615549201,42,1432,108.71794398220551,58.77737963990217,71.31515686262834,0,2.056833684776441,0.21012742616455798,2.6699267228426857e+31,1.1588223623449157e+34,B13-o8,310,453,410.775,59485.96829234272,1480.0,59485.97082632903
0,r67081,o8,no0005.ds.pazi,3,sfxc,210.0691943225807,1424.0625,coe,0,0,0.8934039203480452,0,208.64000000000001,214.016,1.126645132441916,52.88312473931737,0.0034184697265810518,0.16525978918945367,42,1432,86.57398000824358,35.33654151677117,42.87416378018565,0,1.5634682169134224,0.17220987372028657,2.126108848827117e+31,3.9548155670147267e+33,B13-o8,310,453,410.775,59485.96829237627,1480.0,59485.97082636258
0,r67081,o8,no0005,0,scale,1016.0613423864119,1424.0,0,0,0,0,0,1014.0160000000001,1016.32,-0.8785823267741133,49.17912551846316,0.015235995253619553,0.849296668073717,140,7550,8.045536212808033,8.580093297347652,10.410309257490955,0,6.201122702398696,2.9442964315077464,1.9758460606733528e+30,8.575720749450315e+32,B13-o8,310,453,410.775,,,
0,r67081,o8,no0005,1,scale,1017.6317268123123,1424.0,0,0,0,0,0,1016.32,1018.112,-0.40495158427247896,-48.93059410382658,0.002832354958342617,0.3474951403098244,140,7550,70.85837894044917,77.3196913753714,93.81272102952498,0,2.0944679574792535,0.22057850732222378,1.740160570930075e+31,9.710717471708007e+33,B13-o8,310,453,410.775,,,
0,r67081,o8,no0005,2,scale,1018.8431662265784,1424.0,0,0,0,0,0,1018.112,1020.416,-0.8829824742994172,52.33362225669512,0.004483767200470927,0.26743589485416025,140,7550,124.40817764535163,66.20030187182223,80.321459399278,0,2.142326096380502,0.21060019622426912,3.0552520206770187e+31,1.3260642450855115e+34,B13-o8,310,453,410.775,,,
0,r67081,o8,no0005,3,scale,1021.8941988254707,1424.0,0,0,0,0,0,1020.416,1026.048,1.4046486684366215,-54.203773413848786,0.0034159503264078192,0.13662389152302484,140,7550,122.20154248431409,41.89731562750479,50.834413755834575,0,2.9317335707023418,0.24561335854675856,3.0010608359634566e+31,5.328588132037387e+33,B13-o8,310,453,410.775,,,
0,r67081,o8,no0007.ds.pazi,0,sfxc,278.37632266389176,1424.0625,coe,0,0,2.5972618389642013,0,273.92,286.464,3.862478129822362,53.480128427524896,0.04060648355206168,0.5798254018628709,354,1938,13.943419245780163,3.875202489905211,4.701820243351325,0,1.3636822399894986,0.3583780042369603,3.4242652398026184e+30,2.7298032842814242e+32,B14-o8,310,453,410.775,59485.980884586636,1480.0,59485.98341975583
0,r67081,o8,no0007,0,scale,997.5639055983347,1424.0,0,0,0,0,0,991.232,1008.64,4.412132596806073,56.109597505979565,0.046098131167366115,0.6132954953740496,430,7202,16.57562635206075,3.468863706822822,4.208805511622493,0,2.8446725273273397,0.45361513760313615,4.070690276525648e+30,2.3384020430409286e+32,B14-o8,310,453,410.775,,,
